ID,種別,名前,場所,version_or_sha256,確認状態,担当エージェント,証拠
FILE-000455,ROOT_TRACKED,android-home-result-debug.png,artifacts/ui-review/2026-06-25/android-home-result-debug.png,sha256:407a9572bcf6d2af4f1282de4ca5b595e08e948ea97ed2202c1b232345425903,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000456,ROOT_TRACKED,android-home-result-debug.xml,artifacts/ui-review/2026-06-25/android-home-result-debug.xml,sha256:66f16a6e3fe113a5c3d41fd9ceea369b8369e201ac8fa469ce71f39f7309d7e2,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000457,ROOT_TRACKED,android-home-search-open-restored.png,artifacts/ui-review/2026-06-25/android-home-search-open-restored.png,sha256:abb8ab6b9555b8ffab4832b59de95f2b2820fc14b341a13978d5b4462d969a8f,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000458,ROOT_TRACKED,android-home-search-open-restored.xml,artifacts/ui-review/2026-06-25/android-home-search-open-restored.xml,sha256:c59bd6d2f79e1edf0b40467fc4b3edd6d5f2849d682830ac1f97ae82c780f9c4,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000459,ROOT_TRACKED,android-home-usage-open-restored.png,artifacts/ui-review/2026-06-25/android-home-usage-open-restored.png,sha256:a5e610f24259c91b516fd52864893d62d3c330c52384f9dc807d57ba6a06ad2d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000460,ROOT_TRACKED,android-home-usage-open-restored.xml,artifacts/ui-review/2026-06-25/android-home-usage-open-restored.xml,sha256:4d74babf31e9bb6ee8d16915c7542f8f3ca23e8413b7f4093c245f1997d31503,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000461,ROOT_TRACKED,android-jp-miyamibu-start.png,artifacts/ui-review/2026-06-25/android-jp-miyamibu-start.png,sha256:6dbcedde81b1644c5037e832f3ea25dfdacd29a60a515e391770e1a38d348943,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000462,ROOT_TRACKED,android-jp-miyamibu-start.xml,artifacts/ui-review/2026-06-25/android-jp-miyamibu-start.xml,sha256:b418dc2157b0fb11de296c4ba5f10d1775ec6bc09a216582a383664585b5304d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000463,ROOT_TRACKED,android-overlay-bottombar-final.png,artifacts/ui-review/2026-06-25/android-overlay-bottombar-final.png,sha256:270489e4a6f719c314e25422d73cfdeb1fade7f933a531176778c4a639a28b12,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000464,ROOT_TRACKED,android-overlay-bottombar-final.xml,artifacts/ui-review/2026-06-25/android-overlay-bottombar-final.xml,sha256:6fca388e076d488e25e10efd6e5d6d676f313159607d3c4a001676be4d4e4bdc,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000465,ROOT_TRACKED,android-password-eye-profile.png,artifacts/ui-review/2026-06-25/android-password-eye-profile.png,sha256:98052749635ef995dccdd4fe2fc5e039e5608e553a1d6ec16922f62e679a7c82,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000466,ROOT_TRACKED,android-password-eye-profile.xml,artifacts/ui-review/2026-06-25/android-password-eye-profile.xml,sha256:5d3a700cd75f3fb2c42c21879a16d272bf0251a6c121acc0977a0917c3204f20,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000467,ROOT_TRACKED,android-password-eye-toggled.xml,artifacts/ui-review/2026-06-25/android-password-eye-toggled.xml,sha256:2cfcb3fd55f8053fa49f3d17e450fa0d052f6ab4b64c228262e3fde05e76f6af,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000468,ROOT_TRACKED,android-physical-group-create-filled.xml,artifacts/ui-review/2026-06-25/android-physical-group-create-filled.xml,sha256:9d314812f117f319552bbb9e31d5aa88f4f59f907895b5284b448df8ae415420,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000469,ROOT_TRACKED,android-physical-group-create.png,artifacts/ui-review/2026-06-25/android-physical-group-create.png,sha256:5c408d9760ece4246d0661df91de9f06839aeb909f39edb0a5ff3c244b56bbc2,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000470,ROOT_TRACKED,android-physical-group-create.xml,artifacts/ui-review/2026-06-25/android-physical-group-create.xml,sha256:dcd7417ed06db6b77e4718b8e9e724d9b1e284b8a86f9520ff07e9d6c75e65cd,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000471,ROOT_TRACKED,android-physical-group-detail.png,artifacts/ui-review/2026-06-25/android-physical-group-detail.png,sha256:1b72a303eaa492e58bb9bb5b42117956d76684d27ce0710b854f231b12abd6e0,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000472,ROOT_TRACKED,android-physical-group-detail.xml,artifacts/ui-review/2026-06-25/android-physical-group-detail.xml,sha256:98ff9b5cbf116957d140a45bc8f4d8caffca6c87ef7fe6816b22807bf3899d23,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000473,ROOT_TRACKED,android-physical-group-detail2.png,artifacts/ui-review/2026-06-25/android-physical-group-detail2.png,sha256:586c5d34083685f7cb8adfc9669986448609cbaa012b552ed522a18929648020,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000474,ROOT_TRACKED,android-physical-group-detail2.xml,artifacts/ui-review/2026-06-25/android-physical-group-detail2.xml,sha256:8c0488102446e02c1a43f8a73296fe7d3f6ab18dc6f450875156d67e5e0b6015,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000475,ROOT_TRACKED,android-physical-group.png,artifacts/ui-review/2026-06-25/android-physical-group.png,sha256:1b72a303eaa492e58bb9bb5b42117956d76684d27ce0710b854f231b12abd6e0,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000476,ROOT_TRACKED,android-physical-group.xml,artifacts/ui-review/2026-06-25/android-physical-group.xml,sha256:98ff9b5cbf116957d140a45bc8f4d8caffca6c87ef7fe6816b22807bf3899d23,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000477,ROOT_TRACKED,android-profile-after-clean-reinstall.png,artifacts/ui-review/2026-06-25/android-profile-after-clean-reinstall.png,sha256:7b558ef0b5a3fcfdf4b853bed4d1715788ce39d1421aa125e0d35479fcb0988c,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000478,ROOT_TRACKED,android-profile-google-opened.png,artifacts/ui-review/2026-06-25/android-profile-google-opened.png,sha256:0f4d7ba88bb0d6b8b42dd4b08790e1334354ac957a656389a7bc6b5d251929af,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000479,ROOT_TRACKED,android-profile-name-avatar-88-open.png,artifacts/ui-review/2026-06-25/android-profile-name-avatar-88-open.png,sha256:0365ca84aa038e0b774fd72ad4b0446052eefbee571dda39bf4e9e616c0f1781,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000480,ROOT_TRACKED,android-profile-name-avatar-88.png,artifacts/ui-review/2026-06-25/android-profile-name-avatar-88.png,sha256:1fef3d307b952bc2b2a50e78c298dd26a177a7d12c5c54ec5d26d0df923aad75,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000481,ROOT_TRACKED,android-profile-photo-under-name.png,artifacts/ui-review/2026-06-25/android-profile-photo-under-name.png,sha256:1a89b8f8b8eed119ca22b9af63a92e88678caa14a7d2e32532f548addc8f8369,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000482,ROOT_TRACKED,android-profile-promo-code.png,artifacts/ui-review/2026-06-25/android-profile-promo-code.png,sha256:20aa74bb3b2a86dfc99a9835f8f9cbcd0e7df5cb6ef30d1ab8ef02f37b061694,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000483,ROOT_TRACKED,android-profile-restore-start.png,artifacts/ui-review/2026-06-25/android-profile-restore-start.png,sha256:49382261518737d282c9b11da9aaa56d31b20e8aef1ccaf77485c8855db9b76d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000484,ROOT_TRACKED,android-profile-restored-auth.png,artifacts/ui-review/2026-06-25/android-profile-restored-auth.png,sha256:0e475488deda555ab69d592480e612f35265a87f3e5bdd037e9307d68db85015,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000485,ROOT_TRACKED,android-profile-restored-google.png,artifacts/ui-review/2026-06-25/android-profile-restored-google.png,sha256:fd0109034914bffe64e9852f5b3759ef266be15c8ebe493d3d683a458b0e2a1f,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000486,ROOT_TRACKED,android-profile-usage-3-metrics.png,artifacts/ui-review/2026-06-25/android-profile-usage-3-metrics.png,sha256:0507e56da31e2ba651710a9148e6db75569ab03dcefe12c1d9d5ca4ece33e044,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000487,ROOT_TRACKED,android-usage-after-bottom-fix.png,artifacts/ui-review/2026-06-25/android-usage-after-bottom-fix.png,sha256:63643309e5f14f100340ff60c719daaea6ca3c672d93d9dce59877c17e4ee00a,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000488,ROOT_TRACKED,android-usage-after-skip.xml,artifacts/ui-review/2026-06-25/android-usage-after-skip.xml,sha256:25dfe727fe9a78837d7338a59fdc88089eee3c53a428b21a4f41126e58bbf908,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000489,ROOT_TRACKED,android-usage-before.xml,artifacts/ui-review/2026-06-25/android-usage-before.xml,sha256:b34b0573d80bc2bb17e57cc51e9a1bcc8e8308bde9bdb323c21e77c33c07c36b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000490,ROOT_TRACKED,android-usage-bottom-fixed.png,artifacts/ui-review/2026-06-25/android-usage-bottom-fixed.png,sha256:31d057eb4d1521db6799115bea9d62398d72dfa0f42bf8a9a8b6ad65964fb098,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000491,ROOT_TRACKED,android-usage-bottom-fixed.xml,artifacts/ui-review/2026-06-25/android-usage-bottom-fixed.xml,sha256:c64e84e0c3dd0b4c5ef8e49db31e8d64fd3107d48688eb23c7bd8a9e643d8648,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000492,ROOT_TRACKED,android-usage-guide-list.png,artifacts/ui-review/2026-06-25/android-usage-guide-list.png,sha256:693966485567bd3d0fd5953a9eead088a21c0ea4edbeb53a97d9490efe0ebd2e,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000493,ROOT_TRACKED,android-usage-guide-list.xml,artifacts/ui-review/2026-06-25/android-usage-guide-list.xml,sha256:b34b0573d80bc2bb17e57cc51e9a1bcc8e8308bde9bdb323c21e77c33c07c36b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000494,ROOT_TRACKED,android-usage-guide-restored-overlay.png,artifacts/ui-review/2026-06-25/android-usage-guide-restored-overlay.png,sha256:07eb409eae8019a07ac91464bfbac07c689dff01fb3b8421e354a33df27fd4b2,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000495,ROOT_TRACKED,android-usage-guide-restored-overlay.xml,artifacts/ui-review/2026-06-25/android-usage-guide-restored-overlay.xml,sha256:b34b0573d80bc2bb17e57cc51e9a1bcc8e8308bde9bdb323c21e77c33c07c36b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000496,ROOT_TRACKED,android-usage-guide-restored-page2.png,artifacts/ui-review/2026-06-25/android-usage-guide-restored-page2.png,sha256:7f7fc67e723bc2b17cebd63bc5c125dd02bbea1300b3aec1a9b0c5787e8b6d77,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000497,ROOT_TRACKED,android-usage-guide-restored-page2.xml,artifacts/ui-review/2026-06-25/android-usage-guide-restored-page2.xml,sha256:e38fbe713501a567c8d64614e9381b767e048d49765d253ca41d69cf758965ed,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000498,ROOT_TRACKED,android-usage-no-bottom-back.png,artifacts/ui-review/2026-06-25/android-usage-no-bottom-back.png,sha256:bc503119cf9f8e5cffe6440ba289e3457e8709db75584b9665abb351c40d207a,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000499,ROOT_TRACKED,android-usage-no-bottom-back.xml,artifacts/ui-review/2026-06-25/android-usage-no-bottom-back.xml,sha256:5d9c974e76c6201b7e880d71b1c6e75a69981a392bee795746c39cb693c5a7a1,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000500,ROOT_TRACKED,ios-physical-create-form-source.xml,artifacts/ui-review/2026-06-25/ios-physical-create-form-source.xml,sha256:1d7a50caeb213535aba54397215c1fe5bb47b57590a8d72b0e5e0f2cfcbaf06a,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000501,ROOT_TRACKED,ios-physical-create-group-dialog-source.xml,artifacts/ui-review/2026-06-25/ios-physical-create-group-dialog-source.xml,sha256:a404f09eece8c06c19eb532b0e016bf6bc42edbf2e7def2b41aa3e03a65ecb8b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000502,ROOT_TRACKED,ios-physical-group-signin-required.png,artifacts/ui-review/2026-06-25/ios-physical-group-signin-required.png,sha256:1ef94405b5bbae1a086d84364553c63959581c366489b64f52f35a7861b20562,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000503,ROOT_TRACKED,ios-physical-group-source.xml,artifacts/ui-review/2026-06-25/ios-physical-group-source.xml,sha256:a404f09eece8c06c19eb532b0e016bf6bc42edbf2e7def2b41aa3e03a65ecb8b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000504,ROOT_TRACKED,ios-physical-group.png,artifacts/ui-review/2026-06-25/ios-physical-group.png,sha256:32f6e31eaf0fae4fc41be0220c4eb37b730b4c7186227f8804ae5c9a901dc579,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000505,ROOT_TRACKED,ios-physical-source-before-group.xml,artifacts/ui-review/2026-06-25/ios-physical-source-before-group.xml,sha256:60f2e5c752c9d249200f14b03ed30fab0f5bb306d165d509ad299f6ec108f7a6,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000506,ROOT_TRACKED,iphone-after-apple-dismiss-source.xml,artifacts/ui-review/2026-06-25/iphone-after-apple-dismiss-source.xml,sha256:4c5e010c185b53aa72fdb21cf5e0a97e551fff4dec3157b933b7d1939ef12c9d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000507,ROOT_TRACKED,iphone-after-apple-tap.png,artifacts/ui-review/2026-06-25/iphone-after-apple-tap.png,sha256:0c540d951cbe1ca43a4eff1e3f897a2cabfbdac3fd1dbb6fef5d1e35e48f5713,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000508,ROOT_TRACKED,iphone-after-reinstall-profile-source.xml,artifacts/ui-review/2026-06-25/iphone-after-reinstall-profile-source.xml,sha256:a4d432c9979ef74262ef15c138bd4fc06a56a1c9f98cdbd8591fefe67e4dfc99,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000509,ROOT_TRACKED,iphone-after-reinstall-source.xml,artifacts/ui-review/2026-06-25/iphone-after-reinstall-source.xml,sha256:a4d432c9979ef74262ef15c138bd4fc06a56a1c9f98cdbd8591fefe67e4dfc99,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000510,ROOT_TRACKED,iphone-after-reinstall.png,artifacts/ui-review/2026-06-25/iphone-after-reinstall.png,sha256:c756a382b26cde3ac4ad240a0f62684dc5b0ad5fdf0ae8dd4d9f0346cc5c57f7,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000511,ROOT_TRACKED,iphone-after-usage-click-debug-source.xml,artifacts/ui-review/2026-06-25/iphone-after-usage-click-debug-source.xml,sha256:18630c4fccf6ffba7e85a72cb8be0e9662ba9f628f71f5ea7b297b997be6f15b,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000512,ROOT_TRACKED,iphone-apple-signin-after-tap-source.xml,artifacts/ui-review/2026-06-25/iphone-apple-signin-after-tap-source.xml,sha256:841610ad0724b490d2d7aa3b025a05227a63143efecc08649b4cd387eea789eb,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000513,ROOT_TRACKED,iphone-auth-buttons-row-checks.txt,artifacts/ui-review/2026-06-25/iphone-auth-buttons-row-checks.txt,sha256:aceda9251124419e3dcd21f95d6094efac39822ca3f10240dc6f0a5b2eab6bb6,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000514,ROOT_TRACKED,iphone-auth-buttons-row-source.json,artifacts/ui-review/2026-06-25/iphone-auth-buttons-row-source.json,sha256:ae191651a3dac8192353f2307234c2f61106bc71e780bb3ae0afd5fae8db0dcc,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000515,ROOT_TRACKED,iphone-back-from-usage-home-source.xml,artifacts/ui-review/2026-06-25/iphone-back-from-usage-home-source.xml,sha256:3cef8fd5a60a39a244fcc731f56e1bc85906073f6d6dded8a85c17065f1fda78,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000516,ROOT_TRACKED,iphone-back-from-usage-home.png,artifacts/ui-review/2026-06-25/iphone-back-from-usage-home.png,sha256:5c46fd7e2ebc6f1de26a44dba23c16dbe0d3ebfd575a6be3ba1c2426e34ab98c,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000517,ROOT_TRACKED,iphone-bottom-5-session.json,artifacts/ui-review/2026-06-25/iphone-bottom-5-session.json,sha256:4b572f1c2faa4fad20bc6ed9c8fe5b91bd33da95dac65e3858c7c5ffa6ee23d2,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000518,ROOT_TRACKED,iphone-bottom-filled-final-home-source.xml,artifacts/ui-review/2026-06-25/iphone-bottom-filled-final-home-source.xml,sha256:17c6e88bd5b0b8b0b8f345e2f585f5a38e23ecd679fbc6cc9223763ad243b2fa,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000519,ROOT_TRACKED,iphone-bottom-filled-final-home.png,artifacts/ui-review/2026-06-25/iphone-bottom-filled-final-home.png,sha256:9f745a6b3940778e4ca49bc3e083869a28c74bb1e57ee14f633361e8801f952e,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000520,ROOT_TRACKED,iphone-bottom-filled-final-session.json,artifacts/ui-review/2026-06-25/iphone-bottom-filled-final-session.json,sha256:0e74fd50e479bf97a60aef040d64e53628e96ad0ebeccb281a69daef2f880e37,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000521,ROOT_TRACKED,iphone-bottom-home-fixed.png,artifacts/ui-review/2026-06-25/iphone-bottom-home-fixed.png,sha256:75bed02018d1b4ac915fa37297846e3485b0694e8929edb5d84a7d734fe9c057,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000522,ROOT_TRACKED,iphone-bottom-source-before.xml,artifacts/ui-review/2026-06-25/iphone-bottom-source-before.xml,sha256:1911fe97212240ac8d6fe18556ba07f2bdf8cd37243779cbdd60214124ee5507,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000523,ROOT_TRACKED,iphone-canonical-usage-list.png,artifacts/ui-review/2026-06-25/iphone-canonical-usage-list.png,sha256:f4afcac9af8b278a4580c90647028ccce2ee66a49fb47232eff3957b4a55477a,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000524,ROOT_TRACKED,iphone-clean-home-source.xml,artifacts/ui-review/2026-06-25/iphone-clean-home-source.xml,sha256:3cef8fd5a60a39a244fcc731f56e1bc85906073f6d6dded8a85c17065f1fda78,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000525,ROOT_TRACKED,iphone-clean-home.png,artifacts/ui-review/2026-06-25/iphone-clean-home.png,sha256:19c54cd74e9a902661bc6154ae28ea084422ddc25619d09da4a53259e81c27d2,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000526,ROOT_TRACKED,iphone-com-mibu-after-apple-tap.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-apple-tap.png,sha256:5e2df9bba8816c55d21b8b93f3a78305e737010d36692ff6fa719d34409a5d8e,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000527,ROOT_TRACKED,iphone-com-mibu-after-install-auth-scroll.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-auth-scroll.png,sha256:f31ebf98790e176e0c7e38789164110f8c065e6f62d140093586f895bfe40e87,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000528,ROOT_TRACKED,iphone-com-mibu-after-install-auth-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-auth-source.xml,sha256:a9b891720bdb220cf77e6e759cd3605c7b7705cce885524c8cf1b339ca58c2cb,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000529,ROOT_TRACKED,iphone-com-mibu-after-install-profile-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-profile-source.xml,sha256:623b9609ce711ed6b652ada2d8536e7da854ab5a04bbbaa671bfb6fa338b58d9,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000530,ROOT_TRACKED,iphone-com-mibu-after-install-profile.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-profile.png,sha256:dc71aa07f69082b3a0f622dd8725bdd40f9ec2186cb672c9c0ecf5ac538ac335,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000531,ROOT_TRACKED,iphone-com-mibu-after-install-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-source.xml,sha256:af3593c97ba7ca974cd6377c1830943c6c652026d289853c2374e9231dc5af64,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000532,ROOT_TRACKED,iphone-com-mibu-after-install-start.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-after-install-start.png,sha256:2bc1704f6ce7229881ee44a27b3d942c9cc94707b917ae7140691bbc8b30a3fe,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000533,ROOT_TRACKED,iphone-com-mibu-apple-after-tap-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-apple-after-tap-source.xml,sha256:3bfbcf86d81d1d8461b78096e7c9b2cd117e2b4c4ea64edbeab51836f1313e36,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000534,ROOT_TRACKED,iphone-com-mibu-before-google-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-before-google-source.xml,sha256:3bfbcf86d81d1d8461b78096e7c9b2cd117e2b4c4ea64edbeab51836f1313e36,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000535,ROOT_TRACKED,iphone-com-mibu-fixed-after-apple-tap.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-after-apple-tap.png,sha256:97e26cc3e681518f7ced9e91e0c9d177a12db6f37081b5190fcfcbddb726b50f,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000536,ROOT_TRACKED,iphone-com-mibu-fixed-apple-after-tap-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-apple-after-tap-source.xml,sha256:50653745abaa69b9d55c90b34328499a48c359d9dbcce4142fa082339c882e88,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000537,ROOT_TRACKED,iphone-com-mibu-fixed-auth-visible-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-auth-visible-source.xml,sha256:e012051f7836095d9aa8df490781c0a8e3e276ad02e829251e8c0e66dfa602ea,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000538,ROOT_TRACKED,iphone-com-mibu-fixed-auth-visible.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-auth-visible.png,sha256:120df1a3fb7cf3253d0cf984b75454a74924ba1430a173b3472c5330d8d0857d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000539,ROOT_TRACKED,iphone-com-mibu-fixed-google-after-tap-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-google-after-tap-source.xml,sha256:b7dcf72af833849b29c370a1272ed3273b9a694610e7b2043da6ef96add3f1ed,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000540,ROOT_TRACKED,iphone-com-mibu-fixed-profile-auth.png,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-profile-auth.png,sha256:1602acf301247352b13389cee7595f74d70edb7e36222ad84c746fc68552d2c9,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000541,ROOT_TRACKED,iphone-com-mibu-fixed-profile-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-profile-source.xml,sha256:e9bb6a1725e3b210e4913beda5669991c0d982a1e1f2ca2dbd6e3ee0bbf3a60e,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000542,ROOT_TRACKED,iphone-com-mibu-fixed-start-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-fixed-start-source.xml,sha256:50ecb255785454d9acd9d0b91275f64ba7cb6b3ac54c2c018f1ed50556ed23ca,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
FILE-000543,ROOT_TRACKED,iphone-com-mibu-google-after-tap-source.xml,artifacts/ui-review/2026-06-25/iphone-com-mibu-google-after-tap-source.xml,sha256:5031dfc3f123e6d53e29df437ea426c8269d13c55d45dcfca35412468fdd886d,OUT_OF_SCOPE,C0,generated/cache or prior visual evidence outside current S2 evidence audit
